ID;Genre;Senior;Enfants;Anciennete;Multi-lignes;Service Internet;Autres Services;Partenaire;Contrat;Facturation electronique;Mode de paiement;charges mensuelles;Charges totales;Desabonnement
997;Femme;0;Non;34;Non;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;70;2416,1;Oui
998;Femme;1;Non;4;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;94,3;424,45;Oui
999;Homme;0;Non;72;Non;Non;Oui;Oui;Bisannuel;Non;Virement bancaire;20,7;1492,1;Non
1000;Homme;0;Non;2;Non;DSL;Oui;Non;Mensuel;Non;Cheque electronique;70,3;132,4;Non
1001;Femme;0;Non;7;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;95,35;660,9;Oui
1002;Homme;1;Non;27;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;75,5;1893,95;Oui
1003;Homme;0;Oui;4;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque papier;69,55;284,9;Non
1005;Homme;0;Non;21;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;20;417,7;Non
1006;Femme;1;Non;53;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Carte bancaire;95,85;5016,25;Non
1007;Femme;0;Non;18;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;90,1;1612,75;Oui
1010;Homme;1;Non;23;Non;Non;Oui;Oui;Annuel;Oui;Cheque electronique;20,75;485,2;Non
1011;Homme;0;Non;3;Non;DSL;Oui;Non;Mensuel;Oui;Cheque papier;50,15;160,85;Non
1014;Femme;0;Non;1;Non;DSL;Oui;Non;Mensuel;Non;Cheque electronique;49,5;49,5;Non
1015;Homme;0;Oui;18;Non;DSL;Oui;Oui;Mensuel;Non;Cheque electronique;57,45;990,85;Oui
1016;Homme;0;Oui;12;Non;DSL;Oui;Oui;Annuel;Non;Carte bancaire;53,65;696,35;Oui
1017;Homme;0;Non;71;Oui;DSL;Oui;Oui;Bisannuel;Oui;Cheque papier;80,1;5585,4;Non
1018;Femme;0;Non;64;Oui;Non;Oui;Non;Annuel;Oui;Virement bancaire;24,4;1601,2;Non
1019;Homme;0;Non;4;Non;DSL;Non;Non;Mensuel;Oui;Cheque electronique;40,05;162,45;Non
1020;Femme;0;Non;23;Non;Non;Oui;Non;Mensuel;Oui;Cheque papier;19,5;470,2;Non
1023;Femme;1;Non;5;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;84,7;392,5;Non
1024;Femme;1;Non;45;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;86,1;3861,45;Non
1025;Homme;0;Non;37;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque papier;70,35;2552,9;Non
1026;Femme;1;Non;60;Non;Fibre optique;Oui;Oui;Bisannuel;Oui;Virement bancaire;110;6668,35;Non
1027;Homme;1;Non;8;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;100,6;819,4;Oui
1029;Homme;0;Oui;26;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;83,75;2070,6;Oui
1030;Femme;1;Oui;3;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque papier;88,3;273,75;Oui
1034;Femme;0;Non;62;Oui;Non;Oui;Oui;Bisannuel;Non;Virement bancaire;23,65;1416,75;Non
1035;Femme;0;Non;71;Non;DSL;Oui;Oui;Bisannuel;Non;Virement bancaire;81,85;5924,4;Non
1036;Homme;0;Non;66;Oui;Non;Oui;Non;Bisannuel;Non;Cheque papier;25,1;1697,7;Non
1037;Homme;0;Oui;68;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Virement bancaire;114,7;7849,85;Non
1038;Femme;0;Non;13;Non;DSL;Non;Non;Mensuel;Non;Cheque electronique;49,15;649,4;Non
1039;Homme;0;Non;56;Non;Fibre optique;Oui;Oui;Annuel;Oui;Cheque electronique;80,9;4557,5;Non
1040;Homme;0;Non;38;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;79,45;3013,05;Oui
1041;Homme;1;Non;14;Non;Fibre optique;Oui;Non;Mensuel;Non;Carte bancaire;90,45;1266,1;Oui
1042;Femme;0;Oui;16;Non;Non;Oui;Non;Annuel;Oui;Virement bancaire;19,3;360,35;Non
1043;Femme;0;Oui;14;Non;Fibre optique;Oui;Oui;Mensuel;Non;Cheque electronique;70,2;1046,5;Non
1044;Homme;0;Oui;32;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;69,75;2347,9;Oui
1045;Femme;0;Non;8;Non;DSL;Oui;Non;Annuel;Non;Virement bancaire;54,25;447,75;Non
1046;Femme;0;Oui;43;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;99,3;4209,95;Non
1047;Femme;0;Non;52;Oui;DSL;Oui;Non;Annuel;Non;Carte bancaire;74;3877,65;Non
1048;Homme;0;Non;3;Non;DSL;Oui;Non;Mensuel;Oui;Cheque papier;50,25;152,3;Non
1049;Homme;0;Non;29;Non;Non;Oui;Non;Annuel;Oui;Cheque papier;19,8;572,2;Non
1050;Femme;0;Non;1;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;19,65;19,65;Oui
1051;Homme;1;Non;12;Non;DSL;Non;Non;Mensuel;Oui;Cheque electronique;43,65;526,95;Oui
1053;Femme;0;Non;40;Oui;DSL;Oui;Non;Annuel;Oui;Cheque papier;80,75;3208,65;Non
1054;Femme;0;Non;5;Non;DSL;Non;Non;Mensuel;Non;Cheque electronique;39,5;210,75;Oui
1055;Homme;0;Non;40;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;97,1;3706,95;Oui
1056;Femme;0;Non;36;Non;Non;Oui;Non;Annuel;Non;Cheque papier;19,55;620,75;Non
1057;Femme;0;Non;5;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;80;412,5;Oui
1058;Femme;0;Non;10;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque papier;84,7;832,05;Oui
1059;Homme;0;Oui;2;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;89,55;185,55;Oui
1061;Homme;0;Oui;26;Non;Non;Oui;Oui;Annuel;Oui;Virement bancaire;20,05;505,9;Non
1062;Femme;1;Non;72;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Cheque electronique;112,4;8046,85;Non
1063;Femme;0;Non;34;Non;DSL;Oui;Oui;Mensuel;Non;Virement bancaire;50,2;1815,3;Non
1064;Homme;0;Non;10;Non;DSL;Oui;Non;Mensuel;Non;Virement bancaire;62,25;612,95;Non
1065;Femme;0;Non;14;Non;DSL;Oui;Non;Annuel;Non;Cheque papier;55,7;795,15;Non
1067;Homme;0;Non;47;Non;Non;Oui;Oui;Bisannuel;Non;Cheque papier;19,65;973,1;Non
1068;Homme;0;Non;24;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;89,25;2210,2;Non
1069;Homme;0;Non;49;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;99,05;4853,75;Oui
1070;Homme;1;Non;20;Non;DSL;Oui;Non;Annuel;Non;Cheque papier;54;1055,9;Non
1071;Femme;0;Non;2;Non;Fibre optique;Oui;Non;Mensuel;Non;Virement bancaire;69,75;144,55;Oui
1072;Femme;0;Non;2;Non;DSL;Oui;Non;Mensuel;Oui;Carte bancaire;49,05;91,1;Oui
1073;Homme;0;Non;22;Non;DSL;Non;Non;Bisannuel;Non;Virement bancaire;56,75;1304,85;Non
1074;Homme;0;Non;7;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Virement bancaire;98,05;713;Oui
1075;Homme;0;Non;1;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;21,1;21,1;Non
1076;Femme;0;Oui;59;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;96,65;5580,8;Non
1077;Femme;0;Oui;58;Oui;Non;Oui;Oui;Annuel;Oui;Carte bancaire;24,5;1497,9;Non
1078;Femme;0;Non;41;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Virement bancaire;114,5;4527,45;Oui
1079;Femme;1;Non;59;Oui;Fibre optique;Oui;Non;Bisannuel;Oui;Carte bancaire;79,2;4590,35;Non
1080;Femme;0;Oui;3;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;69,55;200,2;Non
1081;Homme;0;Non;32;Non;Non;Oui;Non;Bisannuel;Oui;Virement bancaire;20,05;614,45;Non
1082;Homme;1;Non;46;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;98,85;4564,9;Non
1084;Homme;0;Non;2;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;80,95;171,15;Oui
1085;Femme;0;Oui;52;Non;Non;Oui;Oui;Annuel;Non;Carte bancaire;19,6;1012,4;Non
1086;Femme;1;Non;13;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;74,3;940,35;Oui
1087;Femme;1;Non;11;Non;Fibre optique;Oui;Non;Mensuel;Non;Virement bancaire;89,7;1047,7;Oui
1088;Homme;0;Non;32;Oui;Fibre optique;Oui;Non;Mensuel;Non;Virement bancaire;87,65;2766,4;Non
1090;Femme;0;Non;16;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;74,75;1129,35;Non
1091;Femme;0;Non;51;Oui;Fibre optique;Oui;Non;Annuel;Non;Virement bancaire;107,45;5680,9;Non
1092;Homme;0;Non;29;Non;DSL;Oui;Non;Annuel;Oui;Virement bancaire;75,35;2243,9;Non
1093;Homme;0;Non;70;Non;DSL;Oui;Oui;Bisannuel;Non;Carte bancaire;64,95;4523,25;Non
1094;Femme;0;Oui;71;Oui;Fibre optique;Oui;Oui;Bisannuel;Non;Cheque electronique;100,45;7159,7;Non
1095;Homme;0;Oui;41;Oui;DSL;Oui;Oui;Annuel;Non;Virement bancaire;68,5;2839,95;Non
1096;Homme;0;Non;1;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;80,55;80,55;Non
1097;Femme;0;Non;7;Non;DSL;Oui;Oui;Mensuel;Non;Virement bancaire;81,25;580,1;Non
1099;Homme;0;Oui;67;Oui;Fibre optique;Oui;Oui;Annuel;Non;Cheque electronique;89,55;6038,55;Non
1100;Homme;0;Oui;5;Oui;DSL;Oui;Oui;Mensuel;Oui;Cheque papier;55,7;259,4;Non
1101;Homme;0;Oui;15;Oui;Non;Oui;Non;Mensuel;Oui;Cheque electronique;24,8;324,15;Non
1102;Femme;0;Oui;20;Non;Non;Oui;Oui;Mensuel;Non;Cheque electronique;20;417,65;Non
1104;Homme;0;Oui;54;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Cheque electronique;105,2;5637,85;Non
1105;Homme;0;Non;42;Non;Non;Oui;Non;Annuel;Oui;Cheque papier;19,55;839,4;Non
1106;Femme;0;Non;9;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;79,75;769,1;Non
1107;Femme;0;Non;63;Oui;Fibre optique;Oui;Non;Bisannuel;Non;Virement bancaire;97,45;6253;Non
1108;Femme;0;Non;69;Oui;Non;Oui;Oui;Bisannuel;Non;Virement bancaire;24,25;1641,8;Non
1109;Femme;0;Non;69;Oui;Non;Oui;Non;Bisannuel;Non;Carte bancaire;24,6;1678,05;Non
1110;Homme;0;Non;40;Non;DSL;Oui;Oui;Mensuel;Oui;Cheque papier;50,15;2058,5;Non
1111;Homme;0;Non;60;Non;DSL;Non;Non;Bisannuel;Non;Virement bancaire;39,6;2424,5;Non
1112;Femme;0;Non;4;Non;Fibre optique;Oui;Non;Mensuel;Oui;Virement bancaire;94,4;387,2;Oui
1113;Femme;1;Non;71;Oui;DSL;Oui;Non;Bisannuel;Non;Cheque papier;89,85;6293,45;Non
1114;Femme;0;Non;37;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Carte bancaire;78,95;2839,65;Oui
1115;Homme;0;Non;32;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Carte bancaire;98,85;3145,9;Non
1116;Homme;0;Non;39;Oui;DSL;Oui;Non;Bisannuel;Oui;Carte bancaire;53,85;2200,7;Non
1117;Femme;0;Non;38;Oui;Non;Oui;Non;Annuel;Oui;Cheque electronique;24,25;914,4;Non
1118;Homme;0;Non;52;Oui;Fibre optique;Oui;Non;Bisannuel;Oui;Carte bancaire;89,45;4577,75;Non
1119;Femme;0;Oui;48;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Carte bancaire;105,25;4997,5;Non
1121;Homme;0;Non;20;Non;Fibre optique;Oui;Non;Mensuel;Non;Carte bancaire;70,55;1493,55;Non
1123;Femme;0;Non;19;Non;DSL;Non;Non;Annuel;Oui;Carte bancaire;44,85;893,55;Oui
1124;Homme;0;Oui;25;Non;DSL;Oui;Oui;Annuel;Oui;Virement bancaire;61,6;1611;Non
1125;Homme;0;Non;12;Non;DSL;Oui;Non;Mensuel;Oui;Virement bancaire;49,05;593,05;Non
1126;Homme;1;Non;39;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;105,65;4284,8;Oui
1127;Homme;0;Non;7;Non;Fibre optique;Oui;Non;Mensuel;Non;Cheque papier;74,65;544,55;Oui
1128;Femme;0;Oui;23;Non;DSL;Oui;Oui;Annuel;Oui;Cheque papier;66,25;1533,8;Non
1131;Homme;0;Oui;26;Non;Non;Oui;Oui;Bisannuel;Oui;Carte bancaire;19,15;515,75;Non
1132;Femme;0;Non;14;Oui;DSL;Oui;Oui;Mensuel;Oui;Virement bancaire;64,7;941;Oui
1134;Homme;0;Oui;2;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;19,25;48,35;Non
1136;Femme;1;Non;72;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Virement bancaire;114,65;8333,95;Non
1137;Femme;0;Oui;63;Non;Non;Oui;Oui;Bisannuel;Non;Carte bancaire;20;1209,25;Non
1138;Homme;0;Oui;71;Non;Non;Oui;Oui;Bisannuel;Non;Cheque papier;19,8;1396,25;Non
1139;Homme;0;Oui;11;Oui;DSL;Oui;Oui;Mensuel;Oui;Virement bancaire;65,15;723,35;Non
1140;Homme;1;Non;14;Non;Non;Oui;Oui;Annuel;Non;Cheque papier;19,65;228,65;Non
1141;Femme;0;Oui;13;Oui;DSL;Oui;Non;Bisannuel;Non;Carte bancaire;88,95;1161,75;Non
1144;Homme;0;Non;18;Oui;DSL;Oui;Oui;Mensuel;Non;Carte bancaire;56,8;1074,65;Non
1145;Homme;0;Non;1;Non;DSL;Non;Non;Mensuel;Oui;Cheque electronique;35,55;35,55;Oui
1146;Femme;0;Non;32;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;75,5;2324,7;Non
1147;Homme;0;Non;29;Non;DSL;Non;Non;Annuel;Non;Cheque papier;35,6;1072,6;Non
1150;Homme;0;Oui;13;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque papier;96,65;1162,85;Oui
1151;Femme;0;Non;41;Non;DSL;Non;Non;Mensuel;Oui;Cheque electronique;40,35;1677,85;Non
1152;Femme;0;Non;1;Non;Non;Oui;Non;Mensuel;Non;Cheque electronique;18,85;18,85;Non
1153;Homme;0;Non;7;Non;DSL;Oui;Non;Mensuel;Non;Cheque papier;54,85;370,4;Non
1154;Femme;0;Non;52;Non;DSL;Oui;Oui;Annuel;Oui;Cheque papier;64,3;3410,6;Non
1155;Femme;0;Oui;45;Oui;Non;Oui;Oui;Bisannuel;Oui;Virement bancaire;24,65;1138,8;Non
1156;Homme;0;Non;70;Oui;DSL;Oui;Oui;Bisannuel;Non;Carte bancaire;76,1;5264,25;Non
1157;Femme;0;Non;53;Non;Non;Oui;Non;Bisannuel;Non;Cheque papier;18,7;1005,7;Non
1158;Femme;1;Non;62;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Carte bancaire;97,95;5936,55;Non
1159;Femme;0;Non;60;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Carte bancaire;94,1;5475,9;Non
1160;Femme;1;Non;3;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;80,4;224,05;Oui
1161;Femme;1;Non;23;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;95,1;2326,05;Non
1162;Homme;0;Oui;1;Non;DSL;Non;Non;Mensuel;Oui;Cheque papier;31,35;31,35;Oui
1163;Femme;0;Non;67;Non;DSL;Oui;Non;Annuel;Oui;Virement bancaire;72,35;4991,5;Non
1164;Femme;0;Non;12;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Virement bancaire;89,75;1052,4;Oui
1165;Femme;1;Non;71;Oui;DSL;Oui;Oui;Bisannuel;Oui;Virement bancaire;82,7;5831,2;Non
1166;Homme;0;Non;25;Non;Non;Oui;Non;Annuel;Non;Carte bancaire;19,9;510,8;Non
1167;Femme;0;Non;5;Oui;DSL;Oui;Non;Mensuel;Oui;Cheque electronique;53,8;283,95;Non
1168;Homme;0;Non;26;Oui;DSL;Oui;Non;Annuel;Oui;Carte bancaire;51,55;1295,4;Non
1169;Homme;0;Oui;1;Non;Non;Oui;Oui;Annuel;Non;Cheque papier;19,65;19,65;Non
1171;Homme;0;Oui;72;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Cheque electronique;114;8093,15;Non
1172;Homme;0;Non;60;Non;Fibre optique;Oui;Oui;Annuel;Oui;Cheque electronique;94,4;5610,25;Oui
1173;Femme;1;Oui;32;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;100,4;3217,65;Non
1174;Homme;0;Non;1;Non;Non;Oui;Non;Mensuel;Oui;Cheque electronique;19,85;19,85;Oui
1175;Femme;0;Non;14;Oui;DSL;Oui;Non;Annuel;Oui;Cheque papier;54,25;773,2;Non
1176;Femme;0;Non;13;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;80;1029,35;Non
1177;Femme;0;Non;6;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;109,9;669,45;Oui
1178;Femme;0;Non;46;Oui;DSL;Oui;Non;Bisannuel;Non;Cheque papier;79,2;3593,8;Non
1179;Homme;0;Non;15;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;101,35;1553,95;Oui
1180;Homme;1;Non;43;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;94,3;3953,15;Non
1181;Homme;0;Non;39;Non;DSL;Oui;Non;Bisannuel;Oui;Virement bancaire;49,8;1971,15;Non
1184;Femme;0;Non;53;Non;Fibre optique;Oui;Oui;Annuel;Oui;Cheque electronique;93,45;4872,2;Non
1185;Homme;0;Oui;18;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque papier;87,9;1500,5;Non
1187;Femme;0;Non;58;Oui;DSL;Oui;Oui;Annuel;Oui;Virement bancaire;61,05;3478,75;Non
1188;Femme;1;Non;71;Oui;Fibre optique;Oui;Non;Bisannuel;Non;Virement bancaire;104,05;7413,55;Non
1189;Femme;0;Non;35;Non;Fibre optique;Oui;Non;Annuel;Oui;Cheque electronique;99,25;3532;Non
1190;Homme;0;Non;3;Non;Fibre optique;Oui;Non;Mensuel;Non;Carte bancaire;85,7;256,75;Non
1191;Homme;0;Non;38;Oui;Fibre optique;Oui;Non;Annuel;Oui;Cheque electronique;104,85;3887,25;Non
1192;Homme;0;Oui;35;Oui;DSL;Oui;Oui;Bisannuel;Oui;Carte bancaire;69,15;2490,15;Non
1193;Homme;0;Non;7;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;90,45;593,45;Oui
1194;Femme;0;Non;47;Non;DSL;Oui;Non;Bisannuel;Non;Cheque papier;74,45;3510,3;Non
1195;Femme;0;Non;14;Non;DSL;Oui;Non;Mensuel;Non;Cheque electronique;50,45;765,45;Non
1196;Femme;1;Non;20;Non;DSL;Oui;Oui;Mensuel;Oui;Cheque electronique;60;1259,35;Non
1197;Homme;0;Non;66;Oui;DSL;Oui;Oui;Bisannuel;Non;Cheque electronique;85,25;5538,35;Non
1198;Homme;0;Non;15;Non;Non;Oui;Oui;Mensuel;Oui;Carte bancaire;19,45;340,85;Non
1199;Femme;0;Non;42;Non;Non;Oui;Non;Bisannuel;Oui;Virement bancaire;20,75;844,45;Non
1200;Femme;0;Non;17;Oui;Fibre optique;Oui;Oui;Mensuel;Non;Cheque electronique;78,9;1348,95;Non
1202;Femme;0;Non;12;Non;DSL;Oui;Non;Mensuel;Oui;Cheque electronique;49,4;611,65;Non
1205;Homme;0;Oui;18;Non;DSL;Non;Oui;Mensuel;Non;Carte bancaire;25,55;467,85;Non
1207;Femme;0;Non;3;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;70,15;194,2;Non
1211;Homme;0;Oui;17;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;69;1149,65;Oui
1212;Femme;0;Oui;11;Oui;DSL;Oui;Oui;Mensuel;Oui;Cheque electronique;66,35;740,8;Oui
1213;Homme;0;Non;7;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;69,55;521,35;Non
1214;Femme;0;Oui;69;Non;Non;Oui;Oui;Bisannuel;Non;Virement bancaire;20,2;1412,65;Non
1215;Homme;0;Non;19;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Virement bancaire;86;1532,45;Oui
1216;Femme;0;Oui;3;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;80,3;250,05;Oui
1217;Homme;0;Oui;54;Non;Non;Oui;Oui;Bisannuel;Non;Carte bancaire;20,4;1090,6;Non
1218;Homme;0;Non;62;Oui;Non;Oui;Oui;Annuel;Oui;Carte bancaire;23,75;1446,8;Non
1219;Homme;0;Non;24;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;90,55;2282,55;Oui
1220;Femme;0;Oui;62;Oui;DSL;Oui;Oui;Mensuel;Oui;Carte bancaire;70,45;4300,45;Non
1221;Homme;0;Non;17;Oui;DSL;Oui;Non;Mensuel;Non;Virement bancaire;65,75;1111,2;Non
1222;Homme;0;Non;9;Non;DSL;Non;Non;Mensuel;Oui;Cheque papier;24,6;190,1;Non
1223;Homme;0;Oui;64;Non;DSL;Oui;Oui;Bisannuel;Non;Cheque papier;69,25;4447,75;Non
1225;Homme;0;Oui;1;Non;DSL;Oui;Oui;Mensuel;Oui;Cheque papier;45,85;45,85;Oui
1226;Femme;0;Non;16;Non;DSL;Non;Oui;Mensuel;Oui;Cheque electronique;49,95;810,2;Oui
1227;Femme;0;Non;72;Oui;Non;Oui;Oui;Bisannuel;Non;Virement bancaire;24,65;1830,05;Non
1228;Homme;0;Non;30;Oui;Fibre optique;Oui;Non;Annuel;Non;Virement bancaire;90,4;2820,65;Non
1229;Femme;0;Non;49;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque papier;100,85;4847,35;Non
1230;Homme;0;Non;61;Oui;DSL;Oui;Oui;Bisannuel;Non;Carte bancaire;75,35;4729,3;Non
1231;Homme;0;Oui;47;Oui;Fibre optique;Oui;Oui;Mensuel;Non;Cheque electronique;87,2;4017,45;Non
1232;Homme;0;Non;20;Non;DSL;Oui;Non;Mensuel;Non;Carte bancaire;64,4;1398,6;Non
1234;Femme;0;Oui;70;Oui;Non;Oui;Oui;Bisannuel;Non;Virement bancaire;24,7;1685,9;Non
1235;Homme;0;Oui;54;Non;Fibre optique;Oui;Non;Annuel;Oui;Cheque electronique;105,85;5826,65;Non
1236;Homme;1;Non;61;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Cheque papier;98,3;6066,55;Non
1237;Homme;0;Non;3;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;76,95;228,4;Oui
1238;Homme;0;Non;13;Non;Non;Oui;Non;Annuel;Non;Cheque papier;19,45;270,2;Non
1239;Femme;1;Non;16;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;96,15;1529,2;Oui
1240;Femme;0;Oui;3;Non;DSL;Oui;Oui;Mensuel;Oui;Carte bancaire;58,7;168,6;Non
1241;Homme;0;Non;25;Non;Non;Oui;Non;Mensuel;Oui;Cheque papier;20,15;536,35;Non
1242;Homme;0;Non;30;Oui;DSL;Oui;Non;Mensuel;Oui;Cheque papier;64,5;1888,45;Non
1243;Femme;0;Non;21;Non;DSL;Non;Oui;Mensuel;Non;Cheque electronique;28,5;629,35;Non
1244;Homme;0;Non;1;Non;DSL;Oui;Non;Mensuel;Non;Cheque electronique;45,3;45,3;Oui
1245;Femme;0;Non;15;Non;Non;Oui;Non;Mensuel;Non;Virement bancaire;19,4;289,3;Oui
1247;Femme;0;Oui;45;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;105,15;4730,9;Non
1248;Femme;0;Oui;24;Oui;Fibre optique;Oui;Oui;Annuel;Non;Virement bancaire;83,15;2033,05;Non
1249;Femme;0;Non;11;Oui;Fibre optique;Oui;Non;Mensuel;Non;Cheque electronique;90,15;987,95;Oui
1250;Homme;0;Non;1;Non;DSL;Oui;Non;Mensuel;Non;Cheque papier;45,05;45,05;Oui
1252;Femme;0;Non;1;Non;Fibre optique;Oui;Non;Mensuel;Non;Cheque electronique;75,8;75,8;Oui
1253;Homme;0;Non;1;Non;Non;Oui;Non;Mensuel;Non;Cheque electronique;19,45;19,45;Non
1255;Femme;1;Non;55;Non;Fibre optique;Oui;Oui;Bisannuel;Non;Carte bancaire;88,8;4805,3;Non
1258;Femme;1;Non;45;Non;DSL;Non;Non;Annuel;Non;Cheque electronique;34,2;1596,6;Non
1259;Femme;0;Non;47;Non;Non;Oui;Non;Bisannuel;Non;Cheque papier;20,15;1046,2;Non
1261;Homme;0;Non;2;Non;DSL;Oui;Non;Mensuel;Oui;Cheque papier;50,3;92,75;Non
1262;Femme;0;Non;2;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;80,15;194,55;Non
1263;Femme;0;Non;12;Non;DSL;Oui;Oui;Mensuel;Oui;Cheque electronique;51,25;612,1;Non
1264;Femme;1;Non;68;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;89,6;6127,6;Oui
1265;Homme;0;Oui;69;Non;Fibre optique;Oui;Oui;Bisannuel;Oui;Carte bancaire;95,2;6671,7;Non
1266;Homme;1;Oui;56;Non;Fibre optique;Oui;Non;Annuel;Non;Carte bancaire;94,8;5264,3;Non
1268;Homme;0;Non;64;Oui;DSL;Oui;Oui;Bisannuel;Oui;Virement bancaire;76,1;4818,8;Non
1269;Homme;0;Non;59;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Cheque electronique;110,15;6448,05;Oui
1270;Homme;0;Oui;62;Oui;Fibre optique;Oui;Oui;Bisannuel;Non;Virement bancaire;115,55;7159,05;Non
1271;Homme;0;Oui;63;Oui;Non;Oui;Oui;Bisannuel;Non;Carte bancaire;24,65;1574,5;Non
1272;Femme;0;Non;53;Non;DSL;Non;Non;Annuel;Oui;Cheque electronique;53,6;2879,2;Non
1273;Homme;0;Oui;5;Non;Non;Oui;Oui;Mensuel;Non;Cheque papier;19,45;86,05;Non
1274;Homme;1;Non;49;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;88,2;4159,45;Non
1275;Femme;0;Oui;62;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Virement bancaire;101,15;6638,35;Non
1276;Femme;0;Non;55;Non;DSL;Oui;Oui;Bisannuel;Non;Cheque papier;56,8;3112,05;Non
1277;Femme;1;Non;71;Non;Fibre optique;Oui;Oui;Bisannuel;Oui;Cheque electronique;99,4;7168,25;Non
1278;Femme;0;Oui;72;Non;Non;Oui;Oui;Bisannuel;Oui;Carte bancaire;20,1;1326,25;Non
